Unnamed: 0,ul_total_num_pkts,ul_total_num_bytes,ul_min_pkt_size,ul_max_pkt_size,ul_mean_pkt_size,ul_std_pkt_size,ul_min_iat,ul_max_iat,ul_mean_iat,ul_std_iat,ul_dur,dl_total_num_pkts,dl_total_num_bytes,dl_min_pkt_size,dl_max_pkt_size,dl_mean_pkt_size,dl_std_pkt_size,dl_min_iat,dl_max_iat,dl_mean_iat,dl_std_iat,dl_dur,ip_A,port_A,ip_B,port_B,protocal,action,app
0,1,76.0,76.0,76.0,76.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,92.0,92.0,92.0,92.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,1108.0,2152970536,53.0,0,0,0
1,1,64.0,64.0,64.0,64.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,109.0,109.0,109.0,109.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,3544.0,2152970536,53.0,0,0,0
2,1,64.0,64.0,64.0,64.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,122.0,122.0,122.0,122.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,3976.0,2152970536,53.0,0,0,0
3,1,64.0,64.0,64.0,64.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,109.0,109.0,109.0,109.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,4143.0,2152970536,53.0,0,0,0
4,1,66.0,66.0,66.0,66.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,111.0,111.0,111.0,111.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,5151.0,2152970536,53.0,0,0,0
5,1,68.0,68.0,68.0,68.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,108.0,108.0,108.0,108.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,10287.0,2152970536,53.0,0,0,0
6,1,76.0,76.0,76.0,76.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,92.0,92.0,92.0,92.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,13420.0,2152970536,53.0,0,0,0
7,1,68.0,68.0,68.0,68.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,119.0,119.0,119.0,119.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,17690.0,2152970536,53.0,0,0,0
8,1,64.0,64.0,64.0,64.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,122.0,122.0,122.0,122.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,18468.0,2152970536,53.0,0,0,0
9,1,65.0,65.0,65.0,65.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,104.0,104.0,104.0,104.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,18653.0,2152970536,53.0,0,0,0
10,1,72.0,72.0,72.0,72.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,272.0,272.0,272.0,272.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,18870.0,2152970536,53.0,0,0,0
11,1,62.0,62.0,62.0,62.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,102.0,102.0,102.0,102.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,19743.0,2152970536,53.0,0,0,0
12,1,64.0,64.0,64.0,64.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,122.0,122.0,122.0,122.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,20158.0,2152970536,53.0,0,0,0
13,1,66.0,66.0,66.0,66.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,106.0,106.0,106.0,106.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,20905.0,2152970536,53.0,0,0,0
14,1,64.0,64.0,64.0,64.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,122.0,122.0,122.0,122.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,32751.0,2152970536,53.0,0,0,0
15,1386,107273.0,52.0,788.0,77.3975468975469,75.73486886638717,2.2e-05,120.096992,0.1259978173285199,3.3099818349313708,174.50697700000003,12047,15012303.0,40.0,1290.0,1246.1445173072134,206.90390543185617,1.7e-05,120.048585,0.0144855689855553,1.122174211884992,174.493164,177301229,37707.0,3229408466,443.0,1,0,0
16,12,1134.0,52.0,428.0,94.5,107.99705383186912,5.1e-05,64.999202,5.918324909090909,19.59491553502861,65.101574,10,1053.0,52.0,268.0,105.3,75.62928592079187,5.7e-05,65.037638,7.230754222222221,21.677582226717096,65.076788,177301229,41941.0,2649756435,443.0,1,0,0
17,76,22015.0,52.0,1290.0,289.67105263157896,418.9455139802916,2.3e-05,65.012894,1.040028746666667,7.5268772255532355,78.00215600000001,54,23544.0,40.0,1290.0,436.0,486.82134183694586,4.5e-05,65.012527,1.4715549622641513,8.943585492523118,77.99241300000001,177301229,41943.0,2649756435,443.0,1,0,0
18,177,26464.0,52.0,990.0,149.5141242937853,110.3645872955464,5.6e-05,41.920484,1.6854341988636363,5.249156880491991,296.636419,170,10657.0,52.0,268.0,62.688235294117646,37.54133630784376,2.3e-05,41.984605,1.7546658047337276,5.34900980649377,296.53852099999995,177301229,41946.0,2649756435,443.0,1,0,0
19,11,2452.0,52.0,1290.0,222.9090909090909,371.3468606425681,4.4e-05,240.068175,24.0203406,75.91147253743782,240.203406,11,4896.0,52.0,1290.0,445.09090909090907,510.9768007542916,2.2e-05,240.031804,24.014721,75.9006677039828,240.14721,177301229,41946.0,3627729294,443.0,1,0,0
20,126,17376.0,52.0,1290.0,137.9047619047619,238.3258417736997,4.5e-05,64.591186,0.570762832,5.77763443256647,71.345354,177,178684.0,40.0,1290.0,1009.5141242937854,480.82668049347006,2.5e-05,64.591503,0.4053711420454545,4.870436219140061,71.345321,177301229,41950.0,2649756435,443.0,1,0,0
21,716,230793.0,52.0,1290.0,322.33659217877096,472.6071682680035,2.2e-05,64.946643,0.2641079916083915,2.754158800724323,188.837214,633,534343.0,40.0,1290.0,844.1437598736177,546.2518515419915,1.8e-05,64.946701,0.2987723924050633,2.928890230938961,188.82415200000003,177301229,41952.0,2649756435,443.0,1,0,0
22,34,5637.0,52.0,1018.0,165.7941176470588,227.14496498021813,4.9e-05,64.853841,2.4012773939393943,11.28842164394993,79.24215400000001,28,7131.0,40.0,1290.0,254.67857142857144,378.257804851687,5.2e-05,64.853553,2.934932740740741,12.45907182232436,79.24318400000001,177301229,41958.0,2649756435,443.0,1,0,0
23,18,2364.0,52.0,796.0,131.33333333333334,188.4547066819723,5.2e-05,64.960824,3.829070176470588,15.753305355420997,65.09419299999999,17,1957.0,40.0,562.0,115.11764705882354,131.07244292419992,5.5e-05,64.998115,4.068336437500001,16.247945224235004,65.09338300000002,177301229,41962.0,2649756435,443.0,1,0,0
24,57,18036.0,52.0,1290.0,316.42105263157896,439.606721455521,2.9e-05,8.780441,0.37645575,1.4104206547287454,21.081522,42,21988.0,52.0,1290.0,523.5238095238095,508.0817697823192,4.9e-05,8.805057,0.5139560243902439,1.6414604483970132,21.072197,177301229,41964.0,2649756435,443.0,1,0,0
25,88,13243.0,52.0,820.0,150.48863636363637,168.11503958911638,5.3e-05,23.448943,0.3867848275862069,2.525477969467411,33.65028,97,15774.0,52.0,1290.0,162.61855670103094,265.8763984173761,5.6e-05,23.498963,0.3503924375,2.410893716318821,33.637674000000004,177301229,45240.0,520969484,443.0,1,0,0
26,1,73.0,73.0,73.0,73.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,89.0,89.0,89.0,89.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,45883.0,2152970536,53.0,0,0,0
27,1,62.0,62.0,62.0,62.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,102.0,102.0,102.0,102.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,48537.0,2152970536,53.0,0,0,0
28,3,193.0,52.0,89.0,64.33333333333333,21.361959960016154,0.002131,0.081942,0.0420365,0.0564348993132795,0.084073,3,739.0,52.0,608.0,246.33333333333331,313.50332268308307,0.00223,0.141736,0.071983,0.0986456386162105,0.143966,177301229,49417.0,1823565756,5228.0,1,0,0
29,1,62.0,62.0,62.0,62.0,202.07052538217013,0.861388301369863,37.224390762141965,3.772519996067173,8.761604003150689,0.0,1,102.0,102.0,102.0,102.0,313.8942131647105,1.365675120150188,35.06090192115144,4.2345979368463595,8.308501932929873,0.0,177301229,50766.0,2152970536,53.0,0,0,0
30,703,57927.0,40.0,593.0,82.39971550497866,71.94385552288168,2.6e-05,109.405894,0.3470786994301994,4.488002885509548,243.649247,2225,2593709.0,52.0,1290.0,1165.7119101123596,344.5444027612239,1.7e-05,109.365763,0.1095447077338129,2.525203906316624,243.62742999999995,177301229,51114.0,3229408465,443.0,1,0,0
31,289,17077.0,52.0,581.0,59.08996539792388,45.70830146229712,2.3e-05,120.17743,0.4195237187499999,7.081402669531523,120.82283099999998,408,493583.0,40.0,1290.0,1209.762254901961,284.88017196737536,1.8e-05,120.127049,0.296859683046683,5.954404877577954,120.821891,177301229,51120.0,3229408465,443.0,1,0,0
